DNASource,BioSample,Identifer,Country,Year,Serovar,cgMLST,ST,ResistGene,Host,SampleSource
SRR5292199,SAMN06330661,OSF060236,USA,2017,,2453,14,"abc-f, fosX, lin",,Environmental Sponge
SRR5292083,SAMN06330660,OSF060237,USA,2017,,2453,14,"abc-f, fosX, lin",,Environmental Sponge
SRR5292197,SAMN06330659,OSF060238,USA,2017,,2453,14,"abc-f, fosX, lin",,Environmental Sponge
SRR6109458,SAMN02921425,FDA786201 11-1,USA,2013,,2454,199,"abc-f, fosX, lin, tet(M)",,Environmental swabs
SRR4446454,SAMN05521570,FLAG-41358,USA,2004,,2455,489,"fosX, lin",,Smoked salmon
ERR1304242,SAMEA3861833,,,,,2456,9,"abc-f, fosX, lin",,
SRR4039118,SAMN05582591,PNUSAL002376,USA,,,2457,288,"fosX, lin",,
SRR7164136,SAMN09207821,488744,United Kingdom,2018,4,2458,308,"fosX, lin",Homo sapiens,Human
SRR4416133,SAMN05897808,PNUSAL002534,USA,2016,,2459,5,"fosX, lin",,Blood
SRR2133147,SAMN03897584,PNUSAL001552,USA,2015,1/2a,2460,7,"fosX, lin",,Blood
SRR2912319,SAMN04102342,FDA844159-85,USA,2015,,2461,1049,"fosX, lin",,Environmental
SRR4052196,SAMN05615268,20724,United Kingdom,2014,1/2a,2462,827,"abc-f, fosX, lin",Homo sapiens,Human
SRR5487926,SAMN06827961,FLAG-25410,USA,2017,,2463,399,"fosX, lin",,Frozen SWeet Peas
SRR5764851,SAMN05410795,A49,Canada,1990,,2464,120,"abc-f, fosX, lin",,Food
SRR7172529,SAMN09214501,241747,United Kingdom,2016,1/2c,2465,9,"abc-f, fosX, lin",Homo sapiens,Human
SRR1619218,SAMN03115022,PNUSAL001076,USA,,1/2a,2466,7,"fosX, lin",,Blood
SRR1849408,SAMN03354377,CFSAN029615,USA,2015,,2467,5,"fosX, lin",,Environmental: non-food-contact surface
SRR1849378,SAMN03354380,CFSAN029618,USA,2015,,2467,5,"fosX, lin",,Environmental: non-food-contact surface
SRR1849401,SAMN03354381,CFSAN029619,USA,2015,,2467,5,"fosX, lin",,Environmental: non-food-contact surface
SRR5422003,SAMN02953948,FDA861559 C3,USA,2014,,2468,412,"abc-f, fosX, lin",,"Avocados, fresh"
SRR3205798,SAMN04531999,PNUSAL002057,USA,2016,1/2a,2469,1052,"abc-f, fosX, lin",,
SRR1805557,SAMN03277636,NRRL B-57356,USA,2001,,2470,1080,"abc-f, fosX, lin",Homo sapiens,Human
SRR1815976,SAMN03359265,BCW_3913,,,,2470,1080,"abc-f, fosX, lin",,
SRR1805531,SAMN03277707,NRRL B-33467,USA,2004,,2471,204,"abc-f, fosX, lin",,Environmental isolate
SRR1816092,SAMN03358019,BCW_4291,,,,2471,204,"abc-f, fosX, lin",,
SRR5188390,SAMN06241964,PNUSAL002710,USA,,,2472,631,"fosX, lin",,
SRR5409362,SAMN06620524,10FMFO000109,USA,2010,,2473,9,"abc-f, fosX, lin",,Sandwich Spread
ERR2522015,SAMEA4586765,,Netherlands,2012,,2474,5,"fosX, lin",Homo sapiens,
SRR1005505,SAMN02317155,PNUSAL000117,USA,2013,1/2a,2475,797,"fosX, lin",,Blood
SRR3474588,SAMN04902923,OSF049011,USA,2016,,2476,199,"abc-f, fosX, lin, tet(M)",,Environmental swab
SRR3400326,SAMN04625761,OSF048650,USA,2015,,2477,372,"fosX, lin",,Environmental
ERR2135550,SAMEA104314715,,,,,2478,11,"fosX, lin",,
ERR1600130,SAMEA4412876,,,,,2478,11,"fosX, lin",,
SRR3096903,SAMN04396060,PNUSAL001963,USA,2015,1/2b,2479,1041,"fosX, lin",,CSF
SRR6116309,SAMN07682330,TB0451,USA,2017,,2480,1399,"fosX, lin",,Bovine brain stem (Bos taurus)
SRR5985669,SAMN07568759,PNUSAL002924,USA,2017,,2481,946,"fosX, lin",,Blood
SRR6113228,SAMN07715496,FDA1018790-S067-001,USA,2017,,2482,7,"fosX, lin",,Environmental swab
SRR3178072,SAMN04498906,PNUSAL001727,USA,,,2483,368,"fosX, lin",,Blood
SRR2049097,SAMN03760832,J3581,USA,,,2484,2064,"fosX, lin",,
SRR6032877,SAMN07638801,PNUSAL003338,USA,2017,,2485,6,"fosX, lin",,Blood
SRR1451247,SAMN02870143,PNUSAL000697,USA,2014,3b,2486,489,"fosX, lin",,"""Environmental ISolate, sponge swab"""
SRR3743188,SAMN02923591,FDA226283-14,USA,2003,,2487,321,"fosX, lin",,Cutting table
SRR6703581,SAMN08513295,FSIS11807606,USA,2018,,2488,121,"fosX, lin",,RTE Product
SRR2861533,SAMN04225972,FSIS1504838,USA,2015,,2489,224,"fosX, lin",,RTE Product - Pork
SRR1818087,SAMN03354343,CFSAN004318,USA,,1/2a,2490,1176,"abc-f, fosX, lin",,bbq seaSoned fresh cooked ham
ERR2519538,SAMEA4584609,,Austria,2015,,2491,177,"abc-f, fosX, lin",Homo sapiens,
SRR7419896,SAMN09479394,PNUSAL004032,USA,2018,,2492,768,"abc-f, fosX, lin",,CSF
SRR2058163,SAMN03701010,FDA884206 149-6,USA,2015,,2493,5,"fosX, lin",,Environmental swab
ERR2522101,SAMEA4586851,,Netherlands,2013,,2494,379,"fosX, lin",Homo sapiens,
ERR1431102,SAMEA3709830,2131890,,,,2494,379,"fosX, lin",,
ERR1738740,SAMEA4475850,09CEB30LM,France,2009,IVb,2495,6,"fosX, lin",,Food
SRR3360162,SAMN04625815,PNUSAL002115,USA,2016,1/2b,2496,5,"fosX, lin",,
SRR3606563,SAMN02922466,FDA451362 C1 3-O,USA,2009,,2497,1,"fosX, lin",,QueSo fresco
SRR3606562,SAMN02922467,FDA451362 C2 5-C,USA,2009,,2497,1,"fosX, lin",,QueSo fresco
SRR1805427,SAMN03277702,NRRL B-33446,USA,2003,,2498,1205,"abc-f, fosX, lin, tet(M)",,Chicken breast
SRR1816091,SAMN03358018,BCW_4290,,,,2498,1205,"abc-f, fosX, lin, tet(M)",,
ERR1940724,SAMEA47238418,4b,,,,2499,1,"fosX, lin",,
SRR1818103,SAMN02419860,CFSAN003421,USA,2001,1/2a,2500,364,"abc-f, fosX, lin",,Water in pasture
SRR1657613,SAMN03165798,PNUSAL001102,USA,2014,4b,2501,663,"fosX, lin",,Blood
SRR4947449,SAMN05916209,PNUSAL002421,USA,2016,,2502,,"abc-f, fosX, lin",,Blood
SRR3646062,SAMN05213214,MQ110004,Ireland,2011,,2503,204,"abc-f, fosX, lin",Homo sapiens,Human
SRR2912317,SAMN04102340,FDA844159-83,USA,2015,,2504,321,"fosX, lin",,Environmental
SRR2917171,SAMN03702240,OSF033417,USA,2014,,2505,321,"fosX, lin",,Seared tuna
SRR2916701,SAMN03702244,OSF033421,USA,2014,,2505,321,"fosX, lin",,Tuna
ERR1940720,SAMEA4524921,,,,,2506,1294,"abc-f, fosX, lin",,
SRR3646055,SAMN05213222,MQ120011,Ireland,2012,,2507,37,"abc-f, fosX, lin",Homo sapiens,Human
SRR6012880,SAMN07605820,PNUSAL003335,USA,,,2508,5,"fosX, lin",,Blood
ERR2521985,SAMEA4586735,,Netherlands,2011,,2509,6,"fosX, lin",Homo sapiens,
SRR2148961,SAMN03863785,CDPHFDLB-F15M01653-61B,USA,2015,,2510,14,"abc-f, fosX, lin",,enviornmental swabs
SRR6786640,SAMN08606824,NC_0210710_41_2,USA,2015,,2511,5,"fosX, lin",,Environmental swab
SRR5764898,SAMN05410780,A536,Canada,1991,,2512,7,"fosX, lin",,Food
SRR5764920,SAMN05410817,A550-1,Canada,1991,,2512,7,"fosX, lin",,Food
ERR2261323,SAMEA104485051,10-03324,Germany,2010,2a,2513,551,"abc-f, fosX, lin",Homo sapiens,Human listeriosis
ERR2521121,SAMEA4585949,,Germany,2010,,2513,551,"abc-f, fosX, lin",Homo sapiens,
SRR4052343,SAMN05615415,H143980589,United Kingdom,2014,1/2b,2514,59,"fosX, lin",Homo sapiens,Human
ERR1432973,SAMEA4019605,,Denmark,1998,,2515,14,"abc-f, fosX, lin",,
SRR6805086,SAMN08634845,177488,United Kingdom,2015,4,2516,1,"fosX, lin",Homo sapiens,Human
SRR7184516,SAMN09225685,422459,United Kingdom,2017,4,2517,1,"fosX, lin",Homo sapiens,Human
SRR4417866,SAMN05721543,OH-1110583,USA,2011,,2518,11,"fosX, lin",,Iceberg Shredded Lettuce
SRR3168984,SAMN04417968,CFSAN044767,Italy,2003,,2519,9,"abc-f, fosX, lin",,Bovine meat
SRR1039798,SAMN02422950,PNUSAL000422,USA,2012,,2520,736,"fosX, lin",,CSF
SRR6413629,SAMN02922549,FDA667603 25-3,USA,2011,,2521,191,"fosX, lin",,Swab
ERR1738656,SAMEA4475871,09CEB734LM,France,2009,IIa,2522,121,"fosX, lin",,Food
SRR1988275,SAMN03565617,PNUSAL001372,USA,,,2523,1,"fosX, lin",,
SRR1166840,SAMN02615874,PNUSAL000554,USA,2014,4b,2524,1724,"fosX, lin",,Blood
ERR1940794,SAMEA4524970,,,,,2525,1312,"abc-f, fosX, lin",,
SRR945175,SAMN02265442,PNUSAL000045,,2012,4b,2526,6,"fosX, lin",,Blood
SRR3945509,SAMN02709233,FDA607158 1-4,France,2010,,2527,121,"fosX, lin",,Morbier cheese (aged over 60 days)
SRR7184368,SAMN09225445,388728,United Kingdom,2017,1/2b,2528,3,"fosX, lin",Homo sapiens,Human
SRR5085134,SAMN04958338,CFSAN049235,Italy,2013,,2529,121,"fosX, lin",Homo sapiens,Blood
SRR2915988,SAMN03787622,OSF034723,USA,2014,,2530,29,"abc-f, fosX, lin",,Environmental sponge
SRR3642926,SAMN05191818,15B08952-6,USA,2015,,2531,296,"fosX, lin",,Macaroni Salad
ERR1599763,SAMEA4398539,SSI_AA187,Denmark,2013,,2532,37,"abc-f, fosX, lin",Homo sapiens,
SRR3578133,SAMN05170504,MQ140032,Ireland,,,2533,425,"abc-f, fosX, lin",Homo sapiens,Human
ERR2521717,SAMEA4586474,,Ireland,2014,,2533,425,"abc-f, fosX, lin",Homo sapiens,
SRR3509938,SAMN04575424,ARS-CC9319,USA,2007,,2534,7,"fosX, lin",,Milk filter
SRR4473731,SAMN05948801,IA-2014013206,USA,2014,,2535,321,"fosX, lin",,Environmental swab
SRR1597471,SAMN03093466,PNUSAL000595,USA,2014,,2535,321,"fosX, lin",,"Meat, beef"
SRR1597472,SAMN03093467,PNUSAL000601,USA,2014,,2535,321,"fosX, lin",,
SRR3438166,SAMN02922508,FDA599304 2-10,Mexico,2010,,2536,365,"abc-f, fosX, lin",,Frozen mild guacamole
SRR3438165,SAMN02922509,FDA599304 2-2,Mexico,2010,,2536,365,"abc-f, fosX, lin",,Frozen mild guacamole
SRR3112632,SAMN04331117,LiDS0062,Canada,2002,,2537,388,"fosX, lin",,"Environmental, Swab or Sampling; sewage - raw sewage; building - waste treatment plant"
SRR6059691,SAMN07682318,FDA1014164-S016-001,USA,2017,,2538,155,"fosX, lin",,Environmental swab
ERR2522012,SAMEA4586762,,Netherlands,2012,,2539,121,"fosX, lin",Homo sapiens,
SRR6394323,SAMN08183169,CFSAN055165,USA,2016,,2540,1383,"abc-f, fosX, lin",,Black Bear Nasal Swab (Ursus americanus )
SRR5839933,SAMN07358742,PNUSAL003181,USA,,,2541,87,"fosX, lin",Homo sapiens,Blood
SRR5184157,SAMN06237837,FSIS1609597,USA,2016,,2542,199,"abc-f, fosX, lin, tet(M)",,"Product-RTE-Other Fully Cooked, Not Sliced-Pork"
SRR3180510,SAMN04504931,PNUSAL000859,USA,2016,,2543,412,"abc-f, fosX, lin",,Blood
SRR959027,SAMN02335217,PNUSAL000081,USA,2013,4b,2544,389,"fosX, lin",,Blood
SRR3115272,SAMN04437787,PNUSAL001998,USA,2015,4b,2545,375,"abc-f, fosX, lin",,Abscess
SRR4014829,SAMN05513250,FDA953287-56,USA,2016,,2546,37,"abc-f, fosX, lin",,Environmental swab
SRR5646644,SAMN06958595,08B08233A-1,USA,2008,,2547,360,"abc-f, fosX, lin",,Cheese
SRR6798536,SAMN08630048,164993,United Kingdom,2011,4,2548,1,"fosX, lin",Homo sapiens,Human
SRR1988265,SAMN03565609,PNUSAL001365,USA,,1/2a,2549,29,"abc-f, fosX, lin",,ISolate
SRR2071484,SAMN03783002,FSIS1500851,USA,2015,,2550,1,"fosX, lin",,Environmental: non-food-contact surface
SRR2020582,SAMN03657163,FSIS1500854,USA,2015,,2550,1,"fosX, lin",,Environmental: non-food-contact surface
SRR6283417,SAMN07982471,PNUSAL003550,USA,2017,,2551,554,"fosX, lin",,Blood
SRR1027068,SAMN02400141,PNUSAL000324,USA,2013,3a,2552,368,"fosX, lin",,Blood
SRR3085563,SAMN04384478,PNUSAL001912,USA,2015,,2553,841,"abc-f, fosX, lin",,Blood
SRR5043175,SAMN06045996,FSIS1608270,USA,2016,,2554,321,"fosX, lin",,RTE Product
SRR5516301,SAMN06915434,FSIS1701356,USA,2017,,2554,321,"fosX, lin",,RTE Product
SRR3345864,SAMN04599971,CFSAN045868,Italy,2014,,2555,18,"fosX, lin",,Minced meat
SRR1207490,SAMN02567814,OSF008010,USA,2013,,2556,155,"fosX, lin",,Environmentla Swab
ERR2135607,SAMEA104314772,,,,,2557,4,"fosX, lin",,
ERR1276163,SAMEA3876072,CLIP 2015/00019,,,,2558,18,"fosX, lin",,
ERR1276250,SAMEA3876159,CLIP 2015/00262,,,,2558,18,"fosX, lin",,
SRR6032887,SAMN07632328,PNUSAL003350,USA,,,2559,663,"fosX, lin",,
SRR6348621,SAMN08130431,PNUSAL003629,USA,,,2560,392,"fosX, lin",,
SRR5085126,SAMN04958326,CFSAN049223,Italy,2011,,2561,36,"abc-f, fosX, lin",bovine,Stool
SRR3223762,SAMN04547029,ARS-CC9261,USA,2007,,2562,5,"fosX, lin",,Milk
SRR7008304,SAMN08936176,PNUSAL003912,USA,,,2563,796,"abc-f, fosX, lin",,
SRR3113970,SAMN04331142,LiDS0087,Canada,2009,,2564,5,"fosX, lin",,"Solid - Food; Food; Fish and Seafood Products; Frozen - Prepared,marinated or RTE Fish - Octopus; Ready-to-eat (RTE)"
SRR6798733,SAMN08630324,PNUSAL003804,USA,2018,,2565,6,"fosX, lin",,Blood
SRR1988181,SAMN03565589,PNUSAL001344,USA,,,2566,87,"fosX, lin",,
SRR4052050,SAMN05615081,19057,United Kingdom,2013,1/2b,2567,87,"fosX, lin",Homo sapiens,Human
SRR3474611,SAMN04914074,OSF048868,USA,2015,,2568,363,"fosX, lin",,Environmental sponge
SRR7547850,SAMN02921865,FDA260138-1,Canada,2003,,2569,199,"abc-f, fosX, lin, tet(M)",,Lobster meat
SRR2005850,SAMN03277798,NRRL B-33943,USA,,,2570,736,"fosX, lin",,Chicken tacos
SRR5120761,SAMN05791387,FDA976438-080-001,USA,2016,,2571,288,"fosX, lin",,Environmental swabs
SRR5418711,SAMN02953957,FDA866278 S20,USA,2014,,2572,363,"fosX, lin",,Hass avocados
SRR5646643,SAMN06958610,08B09197D-3,USA,2008,,2573,,"fosX, lin",,Sponge
SRR1174766,SAMN02649540,PNUSAL000579,USA,2014,3a,2574,551,"abc-f, fosX, lin",,Bile Fluid
ERR2522719,SAMEA4587514,,Romania,2011,,2575,32,"fosX, lin",Homo sapiens,
SRR5057184,SAMN06034631,FDA0964468-S022-001,USA,2016,,2576,5,"fosX, lin",,Environmental swab
SRR6786588,SAMN08606821,NC_0210711_6_1,USA,2015,,2577,5,"fosX, lin",,Environmental swab
SRR6786590,SAMN08606807,NC_0210711_6_2,USA,2015,,2577,5,"fosX, lin",,Environmental swab
ERR2135564,SAMEA104314729,,,,,2578,16,"abc-f, fosX, lin",,
ERR1600134,SAMEA4412880,,,,,2578,16,"abc-f, fosX, lin",,
SRR7029457,SAMN08930588,FDA246434-S007-001,USA,2006,,2579,199,"abc-f, fosX, lin, tet(M)",,Environmental swab
SRR5047374,SAMN06049487,PNUSAL002668,USA,2016,,2580,5,"fosX, lin",Homo sapiens,Blood
SRR1973884,SAMN03435347,CFSAN030467,USA,2015,,2581,14,"abc-f, fosX, lin",,Environmental: non-food-contact surface
ERR2520568,SAMEA4585502,,Belgium,2011,,2582,,"abc-f, fosX, lin",Homo sapiens,
SRR2584344,SAMN03736765,FLAG-12599,USA,2011,,2583,3,"fosX, lin",,Deli ham
SRR2124530,SAMN03285193,CFSAN028727,USA,2011,,2584,199,"abc-f, fosX, lin, tet(M)",,Cantaloupe
ERR1276251,SAMEA3876160,CLIP 2015/00263,,,,2585,18,"fosX, lin",,
ERR1276253,SAMEA3876162,CLIP 2015/00276,,,,2585,18,"fosX, lin",,
SRR3169078,SAMN04417999,CFSAN044736,Italy,2003,,2586,5,"fosX, lin",,Swine bacon
SRR1481936,SAMN02769669,MOD1_LS46,,1986,1/2c,2587,9,"abc-f, fosX, lin",,Environmental (silage)
SRR6807436,SAMN08636598,163357,United Kingdom,2011,1/2b,2588,59,"fosX, lin",Homo sapiens,Human
SRR1996328,SAMN03567999,PNUSAL001386,USA,2015,1/2b,2589,323,"fosX, lin",,Blood
SRR1569801,SAMN03023702,CFSAN023709,USA,2014,,2590,7,"fosX, lin",,Environmental
ERR1304244,SAMEA3861835,,,,,2591,37,"abc-f, fosX, lin",,
ERR2135583,SAMEA104314748,,,,,2592,412,"abc-f, fosX, lin",,
SRR1284700,SAMN02689406,CFSAN010984,USA,2014,,2593,3,"fosX, lin",,Environmental sponge samples
SRR1193838,SAMN02689027,PNUSAL000606,USA,,,2594,14,"abc-f, fosX, lin",,
SRR4095290,SAMN05577724,OH-1008050,USA,2010,,2595,1,"fosX, lin",,Bagged Lettuce
SRR3986223,SAMN02677692,FDA739575,USA,2013,,2596,585,"abc-f, fosX, lin",,SunfloWer seed
SRR2952739,SAMN02922424,FDA739575 05F26,USA,2013,,2596,585,"abc-f, fosX, lin",,SunfloWer seed
SRR974869,SAMN02351392,PNUSAL000138,USA,,,2597,219,"fosX, lin",,
SRR3101610,SAMN04364605,CDPHFDLB-F15M04188-E024-2,USA,2015,,2598,155,"fosX, lin",,Enviornmental Swab
ERR2519445,SAMEA4584517,,Austria,2011,,2599,182,"fosX, lin",Homo sapiens,
SRR5159843,SAMN06115647,CFSAN038888,United Kingdom,,,2600,37,"abc-f, fosX, lin",,Retail meat
SRR1481692,SAMN02769663,MOD1_LS40,,1986,1/2c,2601,122,"abc-f, fosX, lin",,Food (meat)
SRR4237755,SAMN05521558,FLAG-42406,USA,2004,,2602,296,"fosX, lin",,"Ham, cheese sandwich"
SRR4237754,SAMN05521557,FLAG-42407,USA,2004,,2602,296,"fosX, lin",,"Ham, cheese sandwich"
SRR6957554,SAMN08134204,CFSAN072455,,1997,,2603,155,"fosX, lin",Homo sapiens,Clinical isolate
ERR2309477,SAMEA104600636,LM201100402,France,2011,,2604,54,"fosX, lin",Homo sapiens,Clinical sample
SRR3168976,SAMN04417976,CFSAN044759,Italy,2003,,2605,26,"abc-f, fosX, lin",,Swine salami
ERR2521885,SAMEA4586634,,Netherlands,2010,,2606,288,"fosX, lin",Homo sapiens,
SRR6131206,SAMN07737842,PNUSAL003382,USA,,,2607,1951,"abc-f, fosX, lin",,
SRR3474647,SAMN04929609,CFSAN048781,USA,2015,,2608,845,"fosX, lin",,Apples
SRR2982077,SAMN02922068,FDA317850-8b,USA,2005,,2609,321,"fosX, lin",,Underneath deskinning machine
SRR6807450,SAMN08636596,160015,United Kingdom,2010,4,2610,178,"fosX, lin",Homo sapiens,Human
SRR5360968,SAMN06607484,PNUSAL002904,,,,2611,155,"fosX, lin",,
ERR1100945,SAMEA3540856,LM07-01145,,,,2612,18,"fosX, lin",,
SRR5514423,SAMN06899429,FSIS1701192,USA,2017,,2613,1701,"fosX, lin",,Environmental: non-food-contact surface
SRR3101604,SAMN04338346,CDPHFDLB-F15M04208-E044,USA,2015,,2614,7,"fosX, lin",,Enviornmental Swab
SRR3878197,SAMN05379647,PNUSAL002285,USA,2016,4c,2615,1866,"fosX, lin",,Blood
SRR1998973,SAMN03465584,FDA889278-62-A RLM,USA,2015,,2616,5,"fosX, lin",,Environmental swabs
ERR2522019,SAMEA4586769,,Netherlands,2012,,2617,412,"abc-f, fosX, lin",Homo sapiens,
SRR1463372,SAMN02850742,CFSAN018429,USA,2013,,2618,155,"fosX, lin",,Environmental: non-food-contact surface
ERR2521614,SAMEA4586385,,Finland,2015,,2619,7,"fosX, lin",Homo sapiens,
SRR6212296,SAMN07823447,FLAG-12249,USA,2001,,2620,14,"abc-f, fosX, lin",,Cuban sandwich
SRR5676340,SAMN06240103,MOD1_LS1256,USA,2007,,2621,382,"fosX, lin",Homo sapiens,Clinical
SRR2047229,SAMN03754718,F1046,USA,,,2622,3,"fosX, lin",,
SRR3606973,SAMN05187975,OSF051091,USA,2016,,2623,382,"fosX, lin",,Surface wipe
SRR7164132,SAMN09207826,438724,United Kingdom,2016,1/2a,2624,26,"abc-f, fosX, lin",Homo sapiens,Human
SRR7167759,SAMN09211353,461132,United Kingdom,2016,1/2a,2624,26,"abc-f, fosX, lin",Homo sapiens,Human
SRR6412475,SAMN05371084,FDA964376,USA,2016,,2625,230,"abc-f, fosX, lin",,Potatoes
SRR7180028,SAMN09222261,438726,United Kingdom,2016,1/2a,2626,37,"abc-f, fosX, lin",Homo sapiens,Human
SRR1988168,SAMN03565533,PNUSAL001322,USA,2015,4b,2627,663,"fosX, lin",,Pleural Fluid
SRR2994380,SAMN04335657,PNUSAL001910,USA,,1/2b,2628,1839,"fosX, lin",,Blood
SRR5120764,SAMN05791386,FDA976438-082-001,USA,2016,,2629,88,"abc-f, fosX, lin",,Environmental swabs
ERR1230447,SAMEA3857887,,,,,2630,7,"fosX, lin",,
SRR5341893,SAMN06561805,10B08443A-1,USA,2010,,2631,399,"fosX, lin",,Produce
SRR1217483,SAMN02719458,PNUSAL000627,USA,2014,1/2b,2632,288,"fosX, lin",,Blood
ERR1102578,SAMEA3639777,DMG1500458,Australia,2014,,2633,121,"fosX, lin",natural / free-living,Food
SRR7468561,SAMN09545092,PNUSAL004058,USA,2018,,2634,365,"abc-f, fosX, lin",,Blood
SRR6389490,SAMN08196871,PNUSAL003659,USA,,,2635,5,"fosX, lin",,
SRR6475284,SAMN02922395,FDA319976 2-1,USA,2005,,2636,663,"fosX, lin",,Cooked peeled shrimp
ERR1599805,SAMEA4398581,SSI_AA209,Denmark,2014,,2637,4,"fosX, lin",Homo sapiens,
ERR2135529,SAMEA104314694,,,,,2638,9,"abc-f, fosX, lin",,
ERR1102613,SAMEA3639812,DMG1500493,Australia,2014,,2639,204,"abc-f, fosX, lin",natural / free-living,Food
SRR6745630,SAMN08558130,13B02662A-6,USA,2013,,2640,3,"fosX, lin",,Fish-latis herring in oil
SRR2891019,SAMN02923712,FDA831662 65-1,USA,2014,,2641,199,"abc-f, fosX, lin, tet(M)",,Environmental swab
SRR4039354,SAMN03897585,PNUSAL001554,USA,2015,1/2a,2642,796,"abc-f, fosX, lin",,Blood
SRR4095039,SAMN05714676,VA-WGS-16187,USA,2016,,2643,324,"fosX, lin",,Fresh Squash
SRR3173521,SAMN04480763,TX-ACF1600204,USA,2016,,2644,37,"abc-f, fosX, lin",,Cilantro
ERR2135536,SAMEA104314701,,,,,2645,1,"fosX, lin",,
ERR1590252,SAMEA4387759,,,,,2645,1,"fosX, lin",,
SRR6745677,SAMN08558131,13B02662A-1,USA,2013,,2646,37,"abc-f, fosX, lin",,Fish-latis herring in oil
SRR5452288,SAMN06688983,TX-ACF1700816,USA,2017,,2647,155,"fosX, lin",,Environmental swab
SRR5017153,SAMN06014794,PNUSAL002624,USA,2016,1/2a,2648,1902,"fosX, lin",,
SRR3928668,SAMN05384846,FLAG-59129,USA,2005,,2649,1217,"fosX, lin",,Butter
SRR5912802,SAMN04417884,CFSAN044851,Italy,2006,,2650,193,"abc-f, fosX, lin",,Bovine cheese - blue cheese
SRR1535739,SAMN02934653,FDA867653-1,France,2014,,2651,26,"abc-f, fosX, lin",,Roquefort vieux berger
SRR2912318,SAMN04102341,FDA844159-84,USA,2015,,2652,321,"fosX, lin",,Environmental
SRR3169072,SAMN04418006,CFSAN044730,Italy,2003,,2653,9,"abc-f, fosX, lin",,Bovine milk
SRR2636967,SAMN03736739,FLAG-26509,USA,2012,,2654,88,"fosX, lin",,Roast beef sandwich
SRR2154026,SAMN03976203,PNUSAL001594,USA,2015,1/2a,2655,918,"abc-f, fosX, lin",,Blood
SRR5663601,SAMN07201831,OSF064711,USA,2016,,2656,7,"fosX, lin",,Environmental sponge
ERR2261713,SAMEA104485441,17-00048,Germany,2017,2a,2657,8,"abc-f, fosX, lin",Homo sapiens,Human listeriosis
SRR1112130,SAMN02582702,PNUSAL000480,USA,2013,1/2a,2658,29,"abc-f, fosX, lin",,CSF
ERR2522018,SAMEA4586768,,Netherlands,2012,,2659,18,"fosX, lin",Homo sapiens,
SRR5764938,SAMN05410690,Lm191,Canada,2012,,2660,224,"fosX, lin",,Food
ERR1738826,SAMEA4475950,IN10,France,1989,IIa,2661,193,"abc-f, fosX, lin",,Food
SRR1779384,SAMN03317038,PNUSAL001284,USA,2014,4b,2662,1,"fosX, lin",,Blood
SRR7497113,SAMN02921863,FDA378758-32,Mexico,2006,,2663,199,"abc-f, fosX, lin, tet(M)",,Avocado pulp
SRR7352941,SAMN02921864,FDA378758-5,Mexico,2006,,2663,199,"abc-f, fosX, lin, tet(M)",,Avocado pulp
SRR7497017,SAMN02921867,FDA390710-1,Mexico,2006,,2663,199,"abc-f, fosX, lin, tet(M)",,Guacamole
SRR7497001,SAMN02921868,FDA390710-2,Mexico,2006,,2663,199,"abc-f, fosX, lin, tet(M)",,Guacamole
ERR2520827,SAMEA4585761,,Belgium,2014,,2664,77,"fosX, lin",Homo sapiens,
SRR4052270,SAMN05615374,H123680107,United Kingdom,2012,4,2665,6,"fosX, lin",Homo sapiens,Human
SRR5019805,SAMN02921433,FDA258138,USA,2004,,2666,3,"fosX, lin",,Smoked salmon
SRR5133496,SAMN06175167,13B06244-7,USA,2013,,2667,59,"fosX, lin",,Herring filet in oil
SRR5646638,SAMN06958613,08B08737E-1,USA,2008,,2668,321,"fosX, lin",,Sponge
SRR5945726,SAMN07520051,CFSAN059055,USA,2014,,2669,392,"fosX, lin",,Avocado
SRR988751,SAMN02358143,PNUSAL000205,USA,2013,1/2a,2670,36,"abc-f, fosX, lin",,Blood
SRR6212320,SAMN07823455,FLAG-13109,USA,2001,,2671,9,"abc-f, fosX, lin",,Sliced cooked ham
SRR1505036,SAMN02900404,CFSAN011056,USA,2007,,2672,372,"fosX, lin",,"Salmon, hot smoked, pacific spp."
SRR3175174,SAMN04146056,FLAG-78586,USA,2008,1,2673,11,"fosX, lin",,Italian sandwich
SRR3037944,SAMN04146057,FLAG-78588,USA,2008,1,2673,11,"fosX, lin",,Turkey wrap
SRR3175186,SAMN04146058,FLAG-78589,USA,2008,1,2673,11,"fosX, lin",,Turkey wrap
SRR3173579,SAMN04146059,FLAG-78590,USA,2008,1,2673,11,"fosX, lin",,Turkey wrap
SRR5761880,SAMN07281321,PNUSAL003077,USA,2017,,2674,321,"fosX, lin",,Blood
SRR1814340,SAMN03357039,CFSAN002265,,,,2675,222,"abc-f, fosX, lin",,
SRR1744604,SAMN03272691,PNUSAL001247,USA,2014,,2676,204,"abc-f, fosX, lin",,Blood
SRR1021888,SAMN02389160,PNUSAL000255,USA,,,2677,865,"abc-f, fosX, lin",,
SRR3037952,SAMN04146033,FLAG-75552,USA,2007,,2678,11,"fosX, lin",,Tuna salad sandwich
SRR5263252,SAMN06335340,SFBRL038_S2,USA,2012,,2679,941,"fosX, lin",,"Forest 5 Oak Bend Rd off of Charles Bolton Rd, Winterville, GA"
